,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
239,240,1995,1,18,Brazilian Grand Prix,1995-03-26,\N,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
240,241,1995,2,25,Argentine Grand Prix,1995-04-09,\N,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,testing,2024-07-19 09:54:18.999993
241,242,1995,3,21,San Marino Grand Prix,1995-04-30,\N,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,testing,2024-07-19 09:54:18.999993
242,243,1995,4,4,Spanish Grand Prix,1995-05-14,\N,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
243,244,1995,5,6,Monaco Grand Prix,1995-05-28,\N,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
244,245,1995,6,7,Canadian Grand Prix,1995-06-11,\N,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
245,246,1995,7,8,French Grand Prix,1995-07-02,\N,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
246,247,1995,8,9,British Grand Prix,1995-07-16,\N,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
247,248,1995,9,10,German Grand Prix,1995-07-30,\N,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
248,249,1995,10,11,Hungarian Grand Prix,1995-08-13,\N,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
249,250,1995,11,13,Belgian Grand Prix,1995-08-27,\N,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
250,251,1995,12,14,Italian Grand Prix,1995-09-10,\N,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
251,252,1995,13,27,Portuguese Grand Prix,1995-09-24,\N,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,testing,2024-07-19 09:54:18.999993
252,253,1995,14,20,European Grand Prix,1995-10-01,\N,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,testing,2024-07-19 09:54:18.999993
253,254,1995,15,28,Pacific Grand Prix,1995-10-22,\N,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,testing,2024-07-19 09:54:18.999993
254,255,1995,16,22,Japanese Grand Prix,1995-10-29,\N,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
255,256,1995,17,29,Australian Grand Prix,1995-11-12,\N,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
