,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
511,512,1979,1,25,Argentine Grand Prix,1979-01-21,\N,http://en.wikipedia.org/wiki/1979_Argentine_Grand_Prix,testing,2024-07-19 09:54:18.999993
512,513,1979,2,18,Brazilian Grand Prix,1979-02-04,\N,http://en.wikipedia.org/wiki/1979_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
513,514,1979,3,30,South African Grand Prix,1979-03-03,\N,http://en.wikipedia.org/wiki/1979_South_African_Grand_Prix,testing,2024-07-19 09:54:18.999993
514,515,1979,4,43,United States Grand Prix West,1979-04-08,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix_West,testing,2024-07-19 09:54:18.999993
515,516,1979,5,45,Spanish Grand Prix,1979-04-29,\N,http://en.wikipedia.org/wiki/1979_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
516,517,1979,6,40,Belgian Grand Prix,1979-05-13,\N,http://en.wikipedia.org/wiki/1979_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
517,518,1979,7,6,Monaco Grand Prix,1979-05-27,\N,http://en.wikipedia.org/wiki/1979_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
518,519,1979,8,41,French Grand Prix,1979-07-01,\N,http://en.wikipedia.org/wiki/1979_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
519,520,1979,9,9,British Grand Prix,1979-07-14,\N,http://en.wikipedia.org/wiki/1979_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
520,521,1979,10,10,German Grand Prix,1979-07-29,\N,http://en.wikipedia.org/wiki/1979_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
521,522,1979,11,23,Austrian Grand Prix,1979-08-12,\N,http://en.wikipedia.org/wiki/1979_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
522,523,1979,12,39,Dutch Grand Prix,1979-08-26,\N,http://en.wikipedia.org/wiki/1979_Dutch_Grand_Prix,testing,2024-07-19 09:54:18.999993
523,524,1979,13,14,Italian Grand Prix,1979-09-09,\N,http://en.wikipedia.org/wiki/1979_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
524,525,1979,14,7,Canadian Grand Prix,1979-09-30,\N,http://en.wikipedia.org/wiki/1979_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
525,526,1979,15,46,United States Grand Prix,1979-10-07,\N,http://en.wikipedia.org/wiki/1979_United_States_Grand_Prix,testing,2024-07-19 09:54:18.999993
