,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
642,643,1970,1,30,South African Grand Prix,1970-03-07,\N,http://en.wikipedia.org/wiki/1970_South_African_Grand_Prix,testing,2024-07-19 09:54:18.999993
643,644,1970,2,45,Spanish Grand Prix,1970-04-19,\N,http://en.wikipedia.org/wiki/1970_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
644,645,1970,3,6,Monaco Grand Prix,1970-05-10,\N,http://en.wikipedia.org/wiki/1970_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
645,646,1970,4,13,Belgian Grand Prix,1970-06-07,\N,http://en.wikipedia.org/wiki/1970_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
646,647,1970,5,39,Dutch Grand Prix,1970-06-21,\N,http://en.wikipedia.org/wiki/1970_Dutch_Grand_Prix,testing,2024-07-19 09:54:18.999993
647,648,1970,6,51,French Grand Prix,1970-07-05,\N,http://en.wikipedia.org/wiki/1970_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
648,649,1970,7,38,British Grand Prix,1970-07-18,\N,http://en.wikipedia.org/wiki/1970_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
649,650,1970,8,10,German Grand Prix,1970-08-02,\N,http://en.wikipedia.org/wiki/1970_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
650,651,1970,9,23,Austrian Grand Prix,1970-08-16,\N,http://en.wikipedia.org/wiki/1970_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
651,652,1970,10,14,Italian Grand Prix,1970-09-06,\N,http://en.wikipedia.org/wiki/1970_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
652,653,1970,11,52,Canadian Grand Prix,1970-09-20,\N,http://en.wikipedia.org/wiki/1970_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
653,654,1970,12,46,United States Grand Prix,1970-10-04,\N,http://en.wikipedia.org/wiki/1970_United_States_Grand_Prix,testing,2024-07-19 09:54:18.999993
654,655,1970,13,32,Mexican Grand Prix,1970-10-25,\N,http://en.wikipedia.org/wiki/1970_Mexican_Grand_Prix,testing,2024-07-19 09:54:18.999993
