,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
497,498,1980,1,25,Argentine Grand Prix,1980-01-13,\N,http://en.wikipedia.org/wiki/1980_Argentine_Grand_Prix,testing,2024-07-19 09:54:18.999993
498,499,1980,2,18,Brazilian Grand Prix,1980-01-27,\N,http://en.wikipedia.org/wiki/1980_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
499,500,1980,3,30,South African Grand Prix,1980-03-01,\N,http://en.wikipedia.org/wiki/1980_South_African_Grand_Prix,testing,2024-07-19 09:54:18.999993
500,501,1980,4,43,United States Grand Prix West,1980-03-30,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix_West,testing,2024-07-19 09:54:18.999993
501,502,1980,5,40,Belgian Grand Prix,1980-05-04,\N,http://en.wikipedia.org/wiki/1980_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
502,503,1980,6,6,Monaco Grand Prix,1980-05-18,\N,http://en.wikipedia.org/wiki/1980_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
503,504,1980,7,34,French Grand Prix,1980-06-29,\N,http://en.wikipedia.org/wiki/1980_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
504,505,1980,8,38,British Grand Prix,1980-07-13,\N,http://en.wikipedia.org/wiki/1980_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
505,506,1980,9,10,German Grand Prix,1980-08-10,\N,http://en.wikipedia.org/wiki/1980_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
506,507,1980,10,23,Austrian Grand Prix,1980-08-17,\N,http://en.wikipedia.org/wiki/1980_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
507,508,1980,11,39,Dutch Grand Prix,1980-08-31,\N,http://en.wikipedia.org/wiki/1980_Dutch_Grand_Prix,testing,2024-07-19 09:54:18.999993
508,509,1980,12,21,Italian Grand Prix,1980-09-14,\N,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
509,510,1980,13,7,Canadian Grand Prix,1980-09-28,\N,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
510,511,1980,14,46,United States Grand Prix,1980-10-05,\N,http://en.wikipedia.org/wiki/1980_United_States_Grand_Prix,testing,2024-07-19 09:54:18.999993
