,raceId,year,round,circuitId,name,date,time,url,data_source,ingestion_date
190,191,1998,1,1,Australian Grand Prix,1998-03-08,\N,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,testing,2024-07-19 09:54:18.999993
191,192,1998,2,18,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,testing,2024-07-19 09:54:18.999993
192,193,1998,3,25,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,testing,2024-07-19 09:54:18.999993
193,194,1998,4,21,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,testing,2024-07-19 09:54:18.999993
194,195,1998,5,4,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,testing,2024-07-19 09:54:18.999993
195,196,1998,6,6,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,testing,2024-07-19 09:54:18.999993
196,197,1998,7,7,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,testing,2024-07-19 09:54:18.999993
197,198,1998,8,8,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,testing,2024-07-19 09:54:18.999993
198,199,1998,9,9,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,testing,2024-07-19 09:54:18.999993
199,200,1998,10,23,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,testing,2024-07-19 09:54:18.999993
200,201,1998,11,10,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,testing,2024-07-19 09:54:18.999993
201,202,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,testing,2024-07-19 09:54:18.999993
202,203,1998,13,13,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,testing,2024-07-19 09:54:18.999993
203,204,1998,14,14,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,testing,2024-07-19 09:54:18.999993
204,205,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,testing,2024-07-19 09:54:18.999993
205,206,1998,16,22,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,testing,2024-07-19 09:54:18.999993
